1,58,4.4469E7
clock (5ms) : 63,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 63,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 63,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 63,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 63,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 63,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 63,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 63,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 63,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 63,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 63,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 64,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 64,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 64,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 64,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 64,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 64,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 64,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 64,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 64,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 64,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 64,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 64,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 64,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 64,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 65,ADC : 12,Val_Res (Ohm)2.1536E8
clock (5ms) : 65,ADC : 12,Val_Res (Ohm)2.1536E8
clock (5ms) : 65,ADC : 12,Val_Res (Ohm)2.1536E8
clock (5ms) : 65,ADC : 12,Val_Res (Ohm)2.1536E8
clock (5ms) : 65,ADC : 12,Val_Res (Ohm)2.1536E8
clock (5ms) : 65,ADC : 12,Val_Res (Ohm)2.1536E8
clock (5ms) : 65,ADC : 12,Val_Res (Ohm)2.1536E8
clock (5ms) : 65,ADC : 12,Val_Res (Ohm)2.1536E8
clock (5ms) : 65,ADC : 12,Val_Res (Ohm)2.1536E8
clock (5ms) : 65,ADC : 12,Val_Res (Ohm)2.1536E8
clock (5ms) : 65,ADC : 12,Val_Res (Ohm)2.1536E8
clock (5ms) : 65,ADC : 12,Val_Res (Ohm)2.1536E8
clock (5ms) : 65,ADC : 12,Val_Res (Ohm)2.1536E8
clock (5ms) : 65,ADC : 12,Val_Res (Ohm)2.1536E8
clock (5ms) : 66,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 66,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 66,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 66,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 66,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 66,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 66,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 66,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 66,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 66,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 66,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 66,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 67,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 67,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 67,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 67,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 67,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 67,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 67,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 67,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 67,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 67,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 67,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 67,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 67,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 67,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 68,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 68,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 68,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 68,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 68,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 68,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 68,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 68,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 68,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 68,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 68,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 68,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 68,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 68,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 68,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 69,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 69,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 69,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 69,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 69,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 69,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 69,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 69,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 69,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 69,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 69,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 69,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 70,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 70,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 70,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 70,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 70,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 70,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 70,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 70,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 70,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 70,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 70,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 70,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 70,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 70,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 71,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 71,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 71,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 71,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 71,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 71,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 71,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 71,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 71,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 71,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 71,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 71,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 72,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 72,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 72,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 72,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 72,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 72,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 72,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 72,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 72,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 72,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 72,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 72,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 72,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 72,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 73,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 73,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 73,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 73,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 73,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 73,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 73,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 73,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 73,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 73,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 73,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 73,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 73,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 73,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 74,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 74,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 74,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 74,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 74,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 74,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 74,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 74,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 74,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 74,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 74,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 74,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 74,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 75,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 75,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 75,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 75,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 75,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 75,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 75,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 75,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 75,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 75,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 75,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 75,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 75,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 75,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 76,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 76,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 76,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 76,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 76,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 76,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 76,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 76,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 76,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 76,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 76,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 76,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 77,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 77,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 77,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 77,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 77,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 77,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 77,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 77,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 77,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 77,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 77,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 77,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 77,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 77,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 78,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 78,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 78,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 78,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 78,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 78,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 78,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 78,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 78,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 78,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 78,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 78,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 78,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 78,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 79,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 79,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 79,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 79,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 79,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 79,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 79,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 79,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 79,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 79,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 79,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 79,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 79,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 80,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 80,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 80,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 80,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 80,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 80,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 80,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 80,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 80,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 80,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 80,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 80,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 80,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 80,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 81,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 81,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 81,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 81,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 81,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 81,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 81,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 81,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 81,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 81,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 81,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 81,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 81,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 82,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 82,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 82,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 82,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 82,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 82,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 82,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 82,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 82,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 82,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 82,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 82,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 82,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 82,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 82,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 83,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 83,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 83,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 83,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 83,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 83,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 83,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 83,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 83,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 83,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 83,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 84,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 84,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 84,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 84,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 84,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 84,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 84,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 84,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 84,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 84,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 84,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 84,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 84,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 84,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 85,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 85,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 85,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 85,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 85,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 85,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 85,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 85,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 85,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 85,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 85,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 85,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 86,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 86,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 86,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 86,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 86,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 86,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 86,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 86,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 86,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 86,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 86,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 86,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 86,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 86,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 87,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 87,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 87,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 87,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 87,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 87,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 87,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 87,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 87,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 87,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 87,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 87,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 87,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 87,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 88,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 88,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 88,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 88,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 88,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 88,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 88,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 88,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 88,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 88,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 88,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 88,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 89,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 89,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 89,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 89,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 89,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 89,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 89,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 89,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 89,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 89,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 89,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 89,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 89,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 89,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 90,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 90,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 90,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 90,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 90,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 90,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 90,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 90,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 90,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 90,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 90,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 90,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 90,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 90,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 91,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 91,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 91,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 91,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 91,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 91,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 91,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 91,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 91,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 91,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 91,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 91,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 91,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 92,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 92,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 92,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 92,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 92,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 92,ADC : 17,Val_Res (Ohm)1.5198E8
